name,type,address,lat,lng,place_id,google_types,rating,user_ratings_total,reviews
Toulouse Petit Kitchen & Lounge,Café,"601 Queen Anne Ave N, Seattle, WA 98109, USA",47.6247613,-122.3569487,ChIJ_UHsyUMVkFQRucL7Hw-w7UE,bar|establishment|food|point_of_interest|restaurant,4.4,6460,"[""Toulouse was such a pleasant surprise. The ceviche was bright, fresh, and perfectly balanced, and the Cajun-infused dishes added a bold, flavorful twist without overpowering anything. The Delmonico steak was cooked to absolute perfection,tender, juicy, and seasoned just right. We also loved the burrata, which was creamy and fresh and paired beautifully with the accompaniments. Every dish felt thoughtfully prepared, and you can really taste the quality. A must-visit if you’re looking for elevated comfort food with a Cajun flair. Kids menu comes in huge adult size portions!!!"",""Wife and I went here for our birthday dinner on a Saturday night. We had reservations at 6:30 so upon arrival we were seated promptly. The menu here is vast so prepare yourself. I had never tried oven roasted oysters before so I immediately ordered 4 of the Venezia oven roasted oysters. For entrees my wife ordered the Snake River Farms Wagyu Baseball Cut Sirloin and added the Fried Green Tomatoes with Tarragon Ravigote. I tried the Toulouse Seafood Gumbo with added Dungeness crab and scallop coins. First off, kudos to the kitchen for getting our food out so fast. The Venezia oysters were DELICIOUS, very sweet tasting with all the different toppings. I think I've discovered my new favorite way of devouring oysters. My wife's steak was juicy and tender, cooked exactly medium well as she requested; pairing well also with the chimichuru side sauce that came with it. The Fried green tomatoes were a nice addition, crispy and nicely cooked. My seafood gumbo was simply delicious, packed fulled of seafood and house made andouille sausage. It was a very flavorful and filling dish although the roux was not as thick as I'm accustomed to having, nevertheless the dish was very satisfying. For dessert we sampled the buttermilk beignets with vanilla ice cream. The beignets were very tasty, we could definitely taste the buttermilk component to them. Along with the vanilla ice cream it was the perfect ending to a very delightful meal (and the restaurant discounted the dessert because it was our birthdays). I highly recommend this establishment for any special dining occasion."",""We went on an Thursday evening at 8 PM. The service is amazing; we were seated and orders taken quickly, food came out piping hot and our glasses were always filled. I recommend looking at the menu ahead of time, it's a very big menu. Beautiful ambience.\n\nWe ordered:\n• green goddess salad: small portions but very refreshing ane herby, good accompaniment with other heavier dishes.\n• fries: MUST ORDER, perfectly crispy and garnished with parsley, garlic and parmesan.\n• blackened rockfish w/ creole crawfish tasso sauce with corn grits: amazing, although a little indulgent because of the grits\n• petrale sole herb crusted with prawns, mashed potatoes, and asparagus. i can’t find it on the menu they have on their website, it must be a seasonal thing or a special, but absolutely AMAZING.\n• fried chicken gumbo: chicken was a little dry, but the gumbo was out of this world\n• non-alcoholic monday mezcal mule: delicious, tangy and spicy aftertaste\n• beignets: good, but not exceptional, but we've been spoiled with new orleans beignets"",""Great experience! This restaurant was fantastic and so much fun as a newcomer who’s never been! The restaurant itself has a beautiful interior where pictures will never do it justice. It’s kept clean, is spacious and staff are friendly and attentive!\nMenu is huge and offered a ton of variety for people to choose from.\nWhat I loved about this restaurant is that it’s definitely not like one you’ll experience everyday! The food was fantastic, rich and provided a homey comforting taste that was flavorful but also inspiring.\n\nHighly recommend this restaurant and the opportunity to have a wonderful experience enjoying a night out, holiday event, etc - this is the place!"",""This place needs real ratings. First, the welcome was excellent entering the facility. Next the beignets were dry overly fried and lacked powered sugar. My family placed their order 1st because their menu was so large I was undecided.  Yet when I placed my order, my food came out with my family's food. Rushed and cold. The biscuits was warm and the sauce on top was cold. So I sent it back to the kitchen. I never ordered again. Overall, this place seems like they rushed in the kitchen or their food is not prepared fresh to order. The atmosphere was ok. Dark w/candles lit.\n\nHowever, i don't recommend.  This place is rated high, yet their food lacks freshness and love.""]"
The Fisherman's Restaurant Seattle,Café,"1301 Alaskan Wy, Seattle, WA 98101, USA",47.605956,-122.341148,ChIJs-Di-61qkFQRlo6i3JGwHqA,bar|establishment|food|point_of_interest|restaurant,3.9,2601,"[""Amazing place, fun and lively.  We went in for lunch on a beautiful fall day.  Wanted to eat outside.  We were told 20 minutes and invited to have a \""day drink\"" in the bar - yup, that works.\n20 minutes later we were invited to a table looking out at the water.  The service was brilliant and entertaining.   The cliental  was international. All of us tourists eating and laughing - fun!\nFood was serviced in a timely manor and was amazing!"",""My family and I were visiting Seattle before a cruise and were hungry when visiting Seattle’s waterfront.\n\nNaturally, you would think to yourself this must be the place to eat seafood (hence the name and location next to the water).\n\nI normally don’t write bad reviews but my first impressions wasn’t a good one.\n\nFirst the dishes weren’t cleaned properly. I saw food particles still on glasses and cutlery. Second, we asked for an outside table. But they put my dad (who is in a wheelchair) directly in the sun. When we asked to switch, it wasn’t still in a good spot. Our server wasn’t also very helpful. We needed refills on this hot day and we saw only two tables in his section. But we saw other parties (particularly of a certain privileged race) getting served properly and quickly than our table.\n\nTo top it off, the food wasn’t what you would expect next to a waterfront with such a high price tag.\n\nSo to sum it up;\nIf you’re a tourist. This is a tourist trap.\n\nYou’re better off finding quality food at pikes Market.\n\nTo the managers please check your staff. I didn’t want to complain since i was already tired and the heat would’ve not made my suggestions received properly."",""Obviously this is a tourist trap, therefore don't complain when its expensive, you know what the crack is!\nThe viewing deck outdoors is great. We were lucky enough to be there on a beautiful February day with no clouds. We didn't eat but what I saw looked pretty good."",""It was a very last minute lunch. It was quiet in the off season. Beautiful view, great location overlooking puget sound. I had the prawns and chips $20 and my husband had the halibut and chips $26. Everything came fast and hot. Both were very good. The marmalade dip with the prawns was superb. Chips were nice and crispy and fresh. Really great meal."",""Good views on the water next to the Ferris wheel. Sit outside if the weather is nice. Foods ok, overpriced for lunch I thought. Online menus I saw aren't current, looks like they raised prices again recently. Fish was a little dry. Oysters were small. Portions aren't huge, a lot of breading and fries. Paying for location.""]"
Lola,Café,"2000 B 4th Ave, Seattle, WA 98121, USA",47.613369,-122.3401471,ChIJF1wFnkwVkFQRTgUNrzxCBtQ,establishment|food|point_of_interest|restaurant,4.4,4495,"[""Lola presents itself as a modern Greek-influenced restaurant, but it unfortunately misses much of what makes Greek cuisine so appealing. Greek food should be fresh, vibrant, and full of flavor, yet the dishes here felt flat and slightly Americanized. The meal lacked both the freshness and the love that great Greek cooking usually delivers. Nothing was terrible, but nothing impressed either. In the end, it felt like a very average restaurant loosely inspired by Greece rather than a place that truly celebrates its flavors. If you’re expecting vibrant Greek or Mediterranean food, this probably isn’t the place you’re looking for."",""We had dinner at Lola, and the whole experience was truly wonderful. The food was flavorful, the ambiance relaxing, and our server was the sweetest person—so warm and attentive throughout the evening.\n\nWe started with the Lola spreads, opting for the smoky eggplant and roasted sweet red pepper. Both were incredibly flavorful and set a great tone for the meal. We also enjoyed the beet salad, chicken kabab, and lamb kabab, all of which were very tasty.\n\nA couple of dishes fell a bit short for us: the roast chicken lacked some flavor, and the seafood tagine had a broth that leaned a little too sour. However, these minor misses didn’t overshadow the rest of the experience.\n\nFor dessert, the apple & date butter crostata was a delightful finish—warm, comforting, and very nicely done.\n\nOverall, we had a great time at Lola and would love to return."",""Absolutely incredible. Smaller breakfast and lunch menu than what they have for dinner but everything was made to perfection. High quality ingredients & full of flavor. I forgot to take pictures of our other dishes because we were too busy devouring the food. We got the lamb and pork kebabs with the roasted potatoes and french fries and both were delicious! Don’t think twice!"",""Service was great. Food was delicious overall, and atmosphere is pretty warm and cozy. I came for a dinner here with family. Shoutout to the hostess and server who took care of us tonight. Loved the pita, spanakopita, and side of greek pasta. Lamb kebabs were a bit dry, side of potatoes were also dry and too thick to enjoy, and serving sizes are a bit small. We got the coconut cream and apple fig dessert they were pretty safe and good.\nFries were okay nothing special. Overall this is a good place to hit for dinner if you are in the area."",""Loved everything. I had a 'winter pearing' cocktail to start which was lovely. We started my sharing the beet salad which was yummy and the kalamata olive fig spread. We also shared the Anderson valley lamb and halloumi-fig kebabs. We topped it all off with cappuccinos. It was a great dinner spot for a lovely date night""]"
The Hart and the Hunter,Café,"109 Pine St, Seattle, WA 98101, USA",47.6099065,-122.3404332,ChIJL0zcZMprkFQRpiWglnqZ5zE,establishment|food|point_of_interest|restaurant,4.3,583,"[""Went later on a Friday night before Valentines day, it was decorated with cute flowers and candles, nice theme and the drinks were good. But the food was amazing. Braised beef is a must! Service was good! I would most definitely come back to eat again."",""We actually came here for dinner, but I would be happy to return for brunch, as it seems that is what they specialize in.\n\n- Biscuits were heavenly. It pairs well with their delicious homemade butter and apricot jam.\n- No need to go to Starbucks. The PSL here is flavorful and smooth.\n- I’m usually not a French fry person, but the fries were really good here!\n- I got the Palicob salad. I think this was the weakest part of the meal, as the chicken was kind of tasteless. Everything else about the salad (cheddar cheese and bacon) were well-cut and presented and satisfying to mix together though. I was also happy they didn’t use too much dressing.\n\nStaff is really kind and attentive. The restaurant is a little hidden in plain sight, but it’s pretty charming and has old-school vibes. It also connects to the cute hotel lobby area, so definitely check that out too."",""The Hart and The Hunter is one of those places that understands comfort without dumbing it down. The biscuits arrived warm, dense yet flaky, with butter and preserves that made you slow down and pay attention. We also had the brisket with eggs and pickled vegetables, rich, savory, and cut with just enough acidity to keep it honest. Relaxed, welcoming, and perfectly placed near Pike Place, it’s the kind of spot that quietly earns your loyalt"",""The biscuits are amazing and the espresso martini are divine. I would come back here just for those 2 items. We went for dinner and also ordered the burger and the chicken pot pie which were both very tasty. The service was fantastic. They offer a brunch menu so we are definitely coming back to try that. Would definitely recommend this place if you are downtown and looking for elevated home-cooked food."",""Stopped in to grab a quick bite after spending the night in Seattle. Nice chill atmosphere and attentive staff. The biscuits were amazing and the eggs Benedict definitely won’t disappoint.  Top of the list the next time we are in town""]"
How to Cook a Wolf,Café,"2208 Queen Anne Ave N, Seattle, WA 98109, USA",47.6387234,-122.3566423,ChIJa-hJdxIVkFQRZ7LNdZtTpv4,bar|establishment|food|point_of_interest|restaurant,4.5,1170,"[""Let me start by saying that their outdoor patio is so charming and cozy.  Their cocktails are carefully prepared and their cocktail menu is out of this world.  Yes, we have tried every single cocktail in their menu.  The food is simple but super tasty and full of local/seasonal produce.  Meg, the manager, is all over this restaurant.  She makes the service better and the servers more attentive."",""Check in: I thought this restaurant entrance/check in would be a little bit fancier since when I made the reservation I was asked to upload a picture so they knew who we were when we entered but there isn’t even a host stand which I found odd.\n\nWhoever the manager or lead was that night was top tier! We had a reservation for 7pm and the previous party was still at our table. The lead sat us at an outdoor table with a heater and brought us a sample of the house champagne! 20 mins later when we finally got to our table, he also brought us polenta fritters! He definitely heightened our dining experience!\n\nService was fantastic. Our waitress knew the menu and was attentive throughout our time dining.\n\nAtmosphere: cozy, dark, calm a little loud but we could talk normal and still hear just fine. There’s a disco ball on the ceiling which was a little odd but funny.\n\nFood:\n-Polenta fritters : not my favorite. Could use a spicier additive for more flavor.\n-Sourdough: great with that amazing butter and cloves of garlic\n🌟 Burrata: this is a FAVORITE! Absolutely 10/10 recommend and love the addition of pomegranate seeds\n-Steak: not worth $60 in my opinion. Not the best cut, could be seasoned more but the squash with it was amazing.\n-Porkchop: this was fantastic and I rarely eat pork! Perfectly cooked, cut easily, and good flavor.\n🌟 Pappardelle: this is the best dish on the menu! We ordered two of these and took one home because it was SO good! The meat is perfectly seasoned and good and the noodles are perfectly cooked as well.\n-drinks: great flavor, perfectly blended, and a great selection of spirit free drinks.\n-cannolis: I wish the ricotta was colder and a little more flavorful. But the shell is perfect."",""We had an incredible first experience at How to Cook a Wolf, and it instantly became one of our favorite spots since moving to Seattle. The food was outstanding, and we love that the menu changes with the seasons. It makes us even more excited to come back and see what’s next.\n\nSince it was our first visit, we ordered a lot so we could really explore the menu and find our favorites. We started with the olives, and wow, easily some of the best olives we’ve ever had. Perfectly marinated, super flavorful, and honestly blew us away. We also ordered the sourdough, which was delicious with the butter, garlic, olive oil, and balsamic. This might be something you could skip if you’re being price-conscious, but if you’re a bread lover, it’s absolutely amazing. Bonus: both the olives and sourdough are always on the menu, so you can count on them every visit.\n\nNext was the burrata, and let me just say, it was the best burrata we’ve ever tasted. The combination of flavors was unreal. Pomegranate seeds, nuts, and other elements blended together perfectly. We ate it with the sourdough, and it was a must-have dish. I would order this every single time before it goes out of season, I believe around the end of March.\n\nFor drinks, we started with The Professor and Cream of the Crop, both bourbon-based and very well balanced. Bourbon can be strong, but these were smooth and flavorful. The Professor is always on the menu and clearly a favorite. With our meal, we ordered the Mai Tai and Arrivederci, which were sweeter and incredibly smooth. Between the two, the Mai Tai was our favorite. It was less alcohol-forward and topped with a foam that made it so fun and delicious to drink.\n\nFor our main course, we both chose the Paccheri, and it did not disappoint. It had a slight spice, breadcrumbs, olives, and a red sauce. There were probably even more flavors, but those stood out most. It tasted truly unique, like something you couldn’t get just anywhere, which is exactly why we loved it. You can absolutely tell the noodles are made from scratch, and they tied the whole dish together beautifully.\n\nTo finish, we ordered an espresso martini and the pistachio cake for dessert, best decision ever. The pistachio cake was incredible and seasonal. If you love pistachio, do not skip this. We’re already considering ordering one for an upcoming birthday. The espresso martini was also exceptional. You can tell they have an espresso machine in-house because it tasted fresh and smooth, not like coffee concentrate mixed with liquor. Perfectly balanced.\n\nBeyond the food and drinks, the experience itself was top-notch. The service was incredibly attentive, and even though we were the last ones in the restaurant, we never felt rushed. We even offered to leave so they could close, but they insisted it was totally fine and encouraged us to stay for dessert. We also had the chance to meet the chef, who was super cool and genuinely sweet. The gratuity is included in the meal but it was how much we would’ve tipped anyways, they 100% deserve it.\n\nOverall, this was a 10/10 experience across the board. From the food and drinks to the service, ambiance, lighting, and overall vibe, everything was amazing. We will absolutely be back soon to try more dishes.\n\nHighly recommend ✨🤩"",""We were 3 people and got to sit outside. If you really wanna sit inside I recommend reserving in advance. The service was absolutely phenomenal. Everyone was super nice and greeted us with smiles and took very good care of us. The host even got us an extra heater for our legs so we won’t have to endure the cold outside. The food was okay.. I don’t think it’s worth the price tag but you’re paying for the experience more than for the food. Would totally go back."",""I have been wanting to eat here for years and was finally able to. We celebrated our 1 year anniversary here and we would highly recommend.\n\nThey gave us two glasses of champagne to celebrate and we also ordered the Watermelon Sugar High and the Fire and Ice. Both were Unique and well made drinks.\n\nWe ordered the Sea Wolf Sourdough which was my wife’s favorite. Perfectly infused garlic in the bread. We also ordered the Buccatni, sauce and the pasta came al dente.  Perfectly cooked and well made.\n\nWe also had the Hamachi Crudo which was fresh and the Lamb Shank which filled us. All were flavor full and well prepared. Super happy with all the dishes.\n\nWould highly recommend and will definitely be back!""]"
Marination Ma Kai,Café,"1660 Harbor Ave SW, Seattle, WA 98126, USA",47.58943619999999,-122.3805702,ChIJsRF59nJAkFQRKis-uc-e_1k,bar|establishment|food|point_of_interest|restaurant,4.5,3639,"[""I placed my order and it was up within 5 minutes even tho the place was very busy. I got the Miso ginger chicken taco's. They were yummy, the chicken was tender and flavorful and the corn tortillas soft and delicious. This Lil establishment sits right on the water. Great place to hang out or catch the water taxi to downtown Seattle."",""Overall a good place. It is self service. I got fish and chips. The looks of fries were not that appetizing but it makes for that with crunch and taste. The kimchi fried rice was decent.\n\nThe biggest thing going for this place is the location. The location is really great with Seattle downtown view.\n\nI wouldn't recommend their mango lemonade. It taste good but they need to cut down sugar content."",""The food was excellent!! I had the fish sandwich and my brother had the pork katsu sandwich…very very good. The fries are not good, they are the fresh ones like in n out, so if you like those then I guess you will like these. Mac salad was very very very good and we also had a malasada. The malasada was not great, I would skip it.\nThe views are maybe the best of the Seattle skyline you will get…there is also a water ferry dock that will take you to downtown I believe. There is also a place to rent kayaks and paddle boards."",""We always make a point to stop at Marination Ma Kai whenever we visit friends in Seattle. It’s the perfect spot if you’re out walking your dog or just want a casual bite with a view. The cocktail window makes grabbing a quick drink easy, the food comes out fast, and the outdoor seating usually doesn’t have too long of a wait. The waterfront views alone are worth five stars, but paired with the food and drinks, the experience is even better. No complaints at all… and the lychee margarita is an absolute must try!"",""Great tacos, really enjoyed the variety and flavor. Wonderful outdoor patio and spectacular view of the Seattle skyline. One of the best places to enjoy the sunset while eating dinner. Very reasonably priced and ample parking.""]"
The George,Café,"411 University St, Seattle, WA 98101, USA",47.60805509999999,-122.3334547,ChIJkSxTm_xrkFQRyBwGa8MfLvQ,establishment|food|point_of_interest|restaurant,4.2,752,"[""Was staying at a nearby hotel and came for breakfast.\n\nIt goes without saying the interior is absolutely stunning. The colors,  the furniture,  art just blends so well together.\n\nThe quality of the decor is only matched by the food.  Everything was fresh,  seasoned and delicious. Would recommend the Dungeness crab omlette or the salmon lox for a lighter meal. There is plenty of meat incorporated in each dish so you don't feel skipped out on. For kids, I think the best wasn't the pancakes but the fresh vanilla yogurt and berries.\n\nThe service was excellent as well. Each team member was in sync making sure our drinks were always full and refreshed. They would often check in to ensure everything was up to their standards and I appreciate that greatly.\n\nWill certainly be back,  hopefully for dinner next time."",""This restaurant came up a few times in my search. So on our last night in Seattle we decided to try it. Such a pretty location. Our server was very attentive and made suggestions for us. Our Oysters were fresh and tasty. Our drinks well made and our server even made us a version of a green tea shot. Our meat was well cooked and flavorful. Overall an excellent experience here. The only draw back, bring a sweater it was a bit chilly. It was a great way to say goodbye to Seattle."",""This last Christmas I had the most spectacular meal at the George with my girlfriend. The service was excellent. They were more than thrilled to make our evening special. Food was excellent. I had the half duck and she had a beef and polenta dish that was excellent. The cocktails were phenomenal. We're never going to forget this place because it is where I decided to ask her to marry me! Thank you, George and Fairmont staff."",""We came to Fairmont for a date night: got our massages, relaxed in the spa zone and then went for a dinner. The George features unique interior, attentive service and interesting tastes. We ordered a couple of appetizers, 2 mains and a desert and everything tasted fresh and balanced. My husband loved the sirloin stake the best and I enjoyed my wagyu burger. The tiramisu for 2 was a nice touch as the end of the dinner."",""A True Seattle Gem\n\nThis review has been long overdue, but it’s finally time to sing the praises of my favorite restaurant in Seattle — George, located in the elegant Fairmont Olympic Hotel. Every visit here reminds me why this place stands out as one of the city’s finest dining experiences.\n\nThe atmosphere is warm, bright, and inviting, striking that perfect balance between upscale and comfortable. Whether you’re there for a special occasion or a casual evening out, the ambiance makes you feel instantly welcome.\n\nThe service deserves special mention — friendly, fast, and efficient. The staff is attentive without being intrusive, and every interaction feels genuinely warm.\n\nNow, onto the food, which is consistently delicious and beautifully presented. We started with the Organic Skagit Sourdough Loaf served with thyme whipped butter and Maldon sea salt — warm, soft, and the perfect start to the meal. The Burrata Salad was wonderfully fresh and flavorful. The Warm Dungeness Crab Dip with artichoke, crab claws, and garlic breadcrumbs was rich, creamy, and absolutely delightful. The Spanish Octopus was good but could have been slightly better in texture. However, the Scallops more than made up for it — perfectly cooked, tender, and full of flavor.\n\nThe desserts were nothing short of exceptional. The Chocolate Fudge Cake was indulgent, the Pumpkin Panna Cotta was smooth and beautifully spiced, and the Chocolate Dome with Cherry Cordial was as stunning as it was delicious.\n\nOverall, George delivers a near-perfect dining experience — exquisite food, top-notch service, and a welcoming atmosphere that keeps you coming back. Highly recommend this place for anyone looking to enjoy a refined yet approachable meal in the heart of Seattle.""]"
Pasta Casalinga,Café,"93 Pike St #201, Seattle, WA 98101, USA",47.6084776,-122.3399556,ChIJAdP3V7JqkFQRh3g6UpDngzY,establishment|food|point_of_interest|restaurant,4.6,948,"[""This is a small, counter-serve spot that's located in the corner of Pike Place. It's a little difficult to find via Google Maps, but thankfully there are signs directing you to the place. From what I saw, most people eating there seemed to be locals on their lunch break (like myself)\n\nI had the squid ink spaghetti alla chitarra, which came with salmon added on.\nAfter having it, I see why of all the options around Pike Place, people still religiously come here. This was amazing.\n\nIf I had to start somewhere, it would be with the noodles itself. These were in the exact style that I found when I went to Italy - they were thick, flour-like, and very starchy, but most noticeably, they were cooked much less than what you usually expect. 'Al dente' means very different things in the US and Europe - in the US, the pasta ends up a lot softer after cooking. However, the pasta here matches that European style of being on the hardier and chewier side.\nThis worked really well at this place because they make their pasta fresh from the dough every single morning. It's also not overdone - still enjoyable to eat without being hard as a rock.\n\nThe squid ink fit so well here. It's somewhat rare that you see a place that offers it, but it works immensely well as a pasta sauce. Firstly, it coats the entire thing so well - giving it that deep black color - but it's also light enough that without the color you wouldn't really notice it visually. The extra flavor it imparts is subtle but ever-present.\nPossibly the only nitpick I had was with the salmon; it was a bit too cooked for me. It seemed to be cooked on the medium-well side, and was a bit chewy as a result. Given that we're in Pike Place, there are a lot better salmon spots around.\n\nThe thing that really shines, though, is the toppings/add-ons. I got burrata on top, which increased the price a good bit, but it was so worth it as this was so soft and creamy. The mustard seeds, garlic, breadcrumbs, and butter combine to make an incredible flavor mix which encompasses every single bite of the pasta. The way each noodle is coated with deliciousness is truly extraordinary. The seasoning with herbs and spices is also perfect.\n\nThe price ended up being around $30 for the full pasta, which is on the expensive side, but honestly - I got the quality of a full sit-down Italian restaurant meal (honestly even better) for what ended up being a lower price than what I would've spent. The portion size was also incredibly large.\n\nOverall, this is the best restaurant I've had in Pike Place, and is very reminiscent of places I've been in Italy. 9.25/10"",""This place was on Kenji Lopez-Alt’s “must eat” list and I was so happy I got to visit. Very close to the Pike place market but not at all crowded, quiet, located on the second floor of a small shopping mall. They serve wine and just a few kinds of fresh homemade pasta. I had to get the one “from the sea” with octopus. It’s funny they had “no chicken” written in big letters on the menu. Apparently people ask a lot. The pasta was cooked perfectly. Then, the octopus was yummy, olives, and capers added so much zing that my mouth is still watering when I think about it."",""Stopped in for a pasta dish. I was on my own. The line moved quickly, and there is a sense to be prepared. They have high volume and for good reason, The pasta is just exceptional. They only have a few menu items but you can’t get it wrong.\n\nI had the ocean pasta. Everything was cooked to perfection. It really hit the spot and cleaned my plate.\n\nThe service was great. Despite the volume and pressure everyone is under they were super helpful and friendly.\n\nI found a seat at the bar table. Because I was alone this wasn’t an issue but the place was packed at 2pm on a Saturday. If my group was lager seating might be a problem but the turn over was quite high. It’s not a place to hang out.\n\nNo notes. Will definitely be back. Believe the hype."",""We went here twice for lunch. Both times, we shopped around the restaurant picking up dips, meats, cheeses, bread olives/picked onions. Then we sat at a table upstairs and ate it while enjoying a bottle of wine that we bought, too. Loved the experience of picking up exactly what we wanted and how much of it at the deli counter and enjoying a lunch spread.\n\nGreat for foodies and picky eaters alike! They do have a menu if you'd like, but we liked having options.\n\nLooking forward to visiting the next time we're in town!"",""By the time I post this review, the menu will probably be different. They make fresh pasta every day (we were at Pike Place around 8:30 am one morning and saw all the prep work). There was a line when we went on a Thursday afternoon, and it's a bit of a scramble for counter seats. You order, try to find a spot, and listen for your name.\nWhen I went, I got the seafood pasta (they also have meat, veggie, lasagna, and pasta with their housemade rossodoro sauce). Mine had anchovies, escarole, olives, and breadcrumbs. It was super umami and tasty, and a good-sized portion too. I'd recommend stopping by if you're at Pike Place. It's a little less touristy than other places.""]"
Musubi Kai Seattle,Café,"108 Union St, Seattle, WA 98101, USA",47.608103,-122.3387789,ChIJuRd6ryBrkFQRgM7rGsivREs,establishment|food|point_of_interest|restaurant,4.7,295,"[""We tried the eel musubi and the fried shrimp musubi, and both were great. I personally loved the fried shrimp one for its texture. The prices were reasonable, about $5 more or less for any musubi on the menu. Definitely worth checking out if you're looking for hawaiian food."",""Was on my way to get a sandwich and found this gem.\nLarge specialty musubi portions for $6!\nOrdered 4 types of musubi… wide variety of ingredients included eel, egg, gyro meat, avocado, cucumber and of course spam!\n\nDelicious, will be back!"",""Stopped in for breakfast. It was nice visiting places that have breakfast musubis. The moco loco was also good. Small, restaurant with a polite and efficient staff. With stopping by if you've never tried musubi. Don't be afraid of spam."",""Service was friendly and when I asked about recommendations they provided them. Got 2 regular spam musubi, one with eel and one with avocado. All were very good and worth the price. Picked up for take out. Would go back again and try new things or get the same."",""After spending time in Hawaii and trying musubi I’ve been wanting to try it again. There aren’t any places on the east coast that sells this dish so to our surprise when we stumbled upon this, we had to stop in. A simple musubi  with just the nori, rice and spam was $5. Thankfully they were served warm. They taste just like they did in Hawaii but yes, very salty. Glad we got to have it again.""]"
Von's 1000Spirits,Café,"1225 1st Ave, Seattle, WA 98101, USA",47.6066052,-122.3384085,ChIJYSjPILJqkFQRE-m7s1g6K0Y,bar|establishment|food|point_of_interest|restaurant,4.6,7094,"[""Ate here for the first time a couple weeks back and came back a few days later for NYE that’s how much we liked it. The food is awesome, I was skeptical at first since the majority of their main food is sour dough but I was definitely caught off guard. The first time we went, I We both ordered pasta, which were fantastic. The second go round I ordered the pepperoni pizza. I am more of a pizza guy so I I’ll order the a pizza next time but the pastas do not disappoint.\n\nThe staff there are really nice. Even with a line out of the door they are super friendly and did not seem stressed or annoyed both times. They do their best to accommodate you and get you seated as fast as they can.  There is a reason this place has 6k reviews.\n\nThere aren’t very many places I would recommend within the city of Seattle due to weird/ hipster vibe most places offer but if  you’re a local or visiting town I would make sure you visit Von’s you will not regret it. All around this place is awesome. From their chefs to the hosts they have it dialed in. And for it being in Seattle it’s not super pricey, it’s what you would expect to pay to dine in a Seattle restaurant. So go check it out especially since sour dough seems to be the new fad right now. Experience the hype of sour dough made correctly."",""I went here with group of friends and we had a good time. The restaurant was pretty loud, lots of hard surfaces did little in the way of deadening the sound of everyone around us. The restaurant was almost entirely full when we arrived, and our table was missing a chair despite our reservation. The food came out pretty quick once we got our orders taken, but it took quite a while for the waiter to take our food order. The food itself was really good, honestly the almond pesto was probably some of the best pesto I've ever had. We had the pork confit fries, the crispy calamari, and the burrata baguette for appetizers. All three were good with the burrata being the best, and the calamari coming in last, though still delicious. My entree was the basil almond pesto pasta and it was amazing. It was super creamy and all of the ingredients went so well together. I'd come back, but I'd probably try to find a less busy time."",""Tried a bunch of food and drinks here and honestly, everything hit 😋\n\nThe Double Smashed American Burger was super tender and juicy.\nThe Nashville Hot Chicken Sandwich wasn’t very spicy, but the chicken was perfectly juicy and the sauce + pickle combo was outstanding.\nLoved the Chicken Cutlet Grinder as well.\n\nThe Seattle Scratch Sourdough Pizza (Craft Bacon, Washington Apple & Rogue Blue) was a standout. Fig jam with bacon and blue cheese was an amazing combo.\n\nDessert (Smoky Campfire Rocky Road Pie) was perfect, not too sweet and served with marshmallow and vanilla crème anglaise.\n\nDrinks were fun and solid, especially the Cotton Candy cocktail with the tableside pour and color-changing light cube.\n\nThe staff is super friendly and sweet, which made the experience even better. Definitely going back 💯"",""Can’t go wrong with sourdough pizza and pasta. We had both, plus a few drinks, and everything hit. The pizza was perfectly chewy with that signature sourdough flavor, the pasta was comforting and well done, and the drinks were really good (wish I remembered their names). Great spot, great vibes- would absolutely come back all the way from San Diego."",""Food was great, drinks were good, and the atmosphere is as awesome as I remembered it from a few years ago. Visiting from Las Vegas means that I'm used to high quality F&B, and Von's has not disappointed over the years. From the host stand to the bar service, the staff's hospitality is a highlight! Cecilia, our server, had a fantastic attitude throughout and made us feel comfortable and like we belonged.\n\nThe King salmon pasta is well-balanced between the creamy, cheesy sauce and well-cooked salmon. I probably would have preferred the addition of fresh basil leaves and roasted tomatoes to liven up the dish, but the heartiness was great regardless!""]"
